timestamp,home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,new_device,ip_address,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud,month,weekday,hour
2022-10-04 22:18:42.468549+00:00,us,usd,ngn,mobile,187.84,187.84,3.14,1111.111111,False,224.70.29.217,us,False,0.318,enhanced,257,0.894,0,0.257,0,0,0.25,0,10,1,22
2022-10-04 22:54:28.468549+00:00,us,usd,usd,mobile,9998.43,9998.43,151.63,1.0,False,79.129.58.248,us,False,0.254,standard,1018,0.934,0,0.087,0,0,0.0,0,10,1,22
2022-10-05 00:57:43.468549+00:00,us,usd,cny,web,171.86,171.86,2.96,7.142857,False,212.97.193.174,us,False,0.109,standard,298,0.336,0,0.166,0,0,0.0,0,10,2,0
2022-10-05 13:34:02.468549+00:00,us,usd,inr,atm,87.81,87.81,2.4,83.333333,True,31.210.109.168,us,False,0.151,standard,147,0.401,0,0.391,0,1,0.0,0,10,2,13
2022-10-05 15:32:41.468549+00:00,us,usd,cad,web,9991.85,9991.85,151.39,1.351351,False,15.50.13.82,us,False,0.423,enhanced,257,0.894,0,0.257,0,0,0.0,0,10,2,15
2022-10-05 17:13:30.468549+00:00,us,usd,gbp,mobile,309.39,309.39,5.54,0.8,False,178.184.240.95,us,False,0.329,standard,1016,0.944,0,0.247,0,0,0.0,0,10,2,17
2022-10-05 19:41:37.468549+00:00,us,usd,mxn,web,260.49,260.49,4.85,17.241379,False,12.81.186.104,us,False,0.316,enhanced,367,0.939,0,0.176,0,0,0.2,0,10,2,19
2022-10-05 22:10:20.468549+00:00,us,usd,gbp,mobile,87.5,87.5,2.31,0.8,True,50.29.25.58,us,False,0.24,standard,1018,0.784,0,0.087,0,0,0.0,0,10,2,22
2022-10-06 01:21:47.468549+00:00,us,usd,ngn,mobile,254.76,254.76,4.75,1111.111111,False,35.46.78.22,uk,True,0.448,standard,298,0.336,0,0.166,0,0,0.25,0,10,3,1
2022-10-06 04:25:15.468549+00:00,us,usd,cad,mobile,326.05,326.05,5.85,1.351351,False,92.162.26.18,us,False,0.066,standard,263,0.522,0,0.223,0,0,0.0,0,10,3,4
2022-10-06 07:10:30.468549+00:00,ca,cad,ngn,atm,293.42,217.13,5.81,822.222222,True,111.241.62.47,ca,False,0.366,standard,853,0.68,0,0.29,0,0,0.0,0,10,3,7
2022-10-06 07:38:34.468549+00:00,us,usd,ngn,web,208.25,208.25,4.3,1111.111111,False,7.220.1.69,ca,True,0.29,enhanced,367,0.939,0,0.176,0,0,0.25,0,10,3,7
2022-10-06 07:40:57.468549+00:00,us,usd,ngn,web,121.71,121.71,3.06,1111.111111,True,229.134.112.249,us,False,0.15,standard,298,0.186,0,0.166,0,0,0.25,0,10,3,7
2022-10-06 08:10:10.468549+00:00,us,usd,gbp,mobile,39.5,39.5,1.3,0.8,False,80.185.84.114,us,False,0.291,standard,1018,0.934,0,0.087,0,0,0.0,0,10,3,8
2022-10-06 09:34:57.468549+00:00,us,usd,usd,mobile,121.06,121.06,3.04,1.0,False,155.92.229.247,us,False,0.163,standard,147,0.551,0,0.391,0,0,0.0,0,10,3,9
2022-10-06 10:06:36.468549+00:00,us,usd,cad,mobile,204.53,204.53,4.61,1.351351,False,97.24.196.237,us,False,0.194,standard,263,0.522,0,0.223,0,0,0.0,0,10,3,10
2022-10-06 11:15:12.468549+00:00,ca,cad,cny,web,76.26,56.43,3.89,5.285714,False,64.18.229.205,ca,False,0.424,standard,1041,0.867,0,0.245,0,0,0.0,0,10,3,11
2022-10-06 18:00:46.468549+00:00,ca,cad,mxn,mobile,149.15,110.37,3.63,12.758621,False,196.195.2.252,ca,False,0.554,standard,366,0.662,0,0.225,0,0,0.0,0,10,3,18
2022-10-06 19:02:12.468549+00:00,us,usd,gbp,web,46.16,46.16,1.0,0.8,False,177.2.167.24,us,False,0.41,standard,1018,0.934,0,0.087,0,0,0.0,0,10,3,19
2022-10-06 19:48:22.468549+00:00,us,usd,ngn,mobile,97.81,97.81,3.11,1111.111111,False,166.177.79.241,us,False,0.647,standard,147,0.551,0,0.391,0,0,0.25,0,10,3,19
2022-10-07 00:53:02.468549+00:00,us,usd,cad,mobile,150.59,150.59,3.38,1.351351,False,68.123.191.159,ca,True,0.27,standard,1016,0.944,0,0.247,0,0,0.0,0,10,4,0
2022-10-07 08:31:21.468549+00:00,us,usd,usd,mobile,232.66,232.66,4.31,1.0,False,62.78.115.149,us,False,0.271,standard,263,0.522,0,0.223,0,0,0.0,0,10,4,8
2022-10-07 08:48:11.468549+00:00,us,usd,gbp,atm,91.61,91.61,1.63,0.8,False,12.65.50.23,us,False,0.537,standard,263,0.522,0,0.223,0,0,0.0,0,10,4,8
2022-10-07 09:07:42.468549+00:00,us,usd,usd,mobile,61.27,61.27,1.79,1.0,False,218.149.36.208,us,False,0.223,enhanced,367,0.939,0,0.176,0,0,0.0,0,10,4,9
2022-10-07 10:10:25.468549+00:00,ca,cad,cny,web,146.2,108.19,2.67,5.285714,False,234.129.149.119,ca,False,0.258,standard,172,0.881,0,0.199,0,0,0.0,0,10,4,10
2022-10-07 11:46:35.468549+00:00,uk,gbp,gbp,mobile,291.49,364.36,4.34,1.0,False,206.237.16.196,uk,False,0.064,standard,4,0.892,0,0.407,0,0,0.0,0,10,4,11
2022-10-07 15:52:25.468549+00:00,us,usd,eur,mobile,307.68,307.68,5.25,0.925926,False,53.200.160.111,us,False,0.931,standard,263,0.522,0,0.223,0,0,0.0,0,10,4,15
2022-10-07 16:33:27.468549+00:00,uk,gbp,php,web,93.99,117.49,2.15,73.529412,False,48.92.244.30,uk,False,0.197,standard,4,0.892,0,0.407,0,0,0.0,0,10,4,16
2022-10-08 00:05:48.468549+00:00,uk,gbp,eur,mobile,126.01,157.51,3.4,1.157407,False,180.160.210.98,uk,False,0.483,standard,4,0.892,0,0.407,0,0,0.05,0,10,5,0
2022-10-08 01:50:06.468549+00:00,ca,cad,gbp,atm,115.49,85.46,3.2,0.592,False,42.26.120.218,ca,False,0.392,standard,853,0.83,0,0.29,0,0,0.0,0,10,5,1
2022-10-08 03:10:02.468549+00:00,uk,gbp,usd,web,46.51,58.14,1.72,1.25,False,28.194.238.189,uk,False,0.368,standard,4,0.892,0,0.407,0,1,0.0,0,10,5,3
2022-10-08 07:56:33.468549+00:00,us,usd,eur,mobile,179.75,179.75,3.7,0.925926,False,245.44.232.28,us,False,0.169,standard,1016,0.944,0,0.247,0,0,0.0,0,10,5,7
2022-10-08 08:19:24.468549+00:00,us,usd,usd,web,254.28,254.28,4.22,1.0,True,56.105.104.32,us,False,0.378,standard,1018,0.784,0,0.087,0,0,0.0,0,10,5,8
2022-10-08 13:33:03.468549+00:00,us,usd,usd,mobile,102.54,102.54,2.65,1.0,False,220.126.156.148,uk,True,0.478,enhanced,367,0.939,0,0.176,0,0,0.0,0,10,5,13
2022-10-08 14:19:34.468549+00:00,uk,gbp,eur,web,146.41,183.02,3.23,1.157407,False,170.75.234.234,us,True,0.336,standard,4,0.892,0,0.407,0,0,0.05,1,10,5,14
2022-10-08 15:47:11.468549+00:00,us,usd,cny,mobile,400.46,400.46,6.69,7.142857,False,168.43.117.200,us,False,0.199,standard,147,0.551,0,0.391,0,1,0.0,0,10,5,15
2022-10-08 16:11:22.468549+00:00,us,usd,php,mobile,240.72,240.72,4.18,58.823529,False,50.62.207.112,us,False,0.289,standard,147,0.551,0,0.391,0,0,0.1,0,10,5,16
2022-10-08 22:50:04.468549+00:00,uk,gbp,cad,web,93.5,116.87,3.36,1.689189,False,163.204.46.222,uk,False,0.42,standard,4,0.892,0,0.407,0,0,0.0,0,10,5,22
2022-10-09 08:57:10.468549+00:00,us,usd,eur,web,67.19,67.19,-1.0,0.925926,False,71.133.231.78,ca,True,1.2,standard,263,-0.1,0,0.223,-1,0,0.0,0,10,6,8
2022-10-09 12:35:28.468549+00:00,us,usd,eur,mobile,1071.92,1071.92,17.53,0.925926,False,252.185.23.99,us,False,0.228,standard,298,0.336,0,0.166,0,0,0.0,0,10,6,12
2022-10-09 13:13:09.468549+00:00,ca,cad,cny,web,9997.3,7398.0,151.89,5.285714,False,170.210.141.100,ca,False,0.108,enhanced,63,0.853,0,0.13,0,0,0.0,0,10,6,13
2022-10-09 13:43:14.468549+00:00,ca,cad,usd,web,314.46,232.7,5.88,0.74,False,63.178.168.159,ca,False,0.583,standard,947,0.625,0,0.268,0,0,0.0,0,10,6,13
2022-10-09 14:04:43.468549+00:00,uk,gbp,gbp,mobile,925.39,1156.74,14.22,1.0,False,199.17.240.229,uk,False,0.267,standard,4,0.892,0,0.407,0,0,0.0,0,10,6,14
2022-10-09 18:22:26.468549+00:00,ca,cad,php,web,115.25,85.28,3.0,43.529412,False,102.236.167.207,ca,False,0.468,low,615,0.515,0,0.355,0,0,0.0,0,10,6,18
2022-10-09 20:21:25.468549+00:00,us,usd,gbp,mobile,152.75,152.75,3.35,0.8,False,194.179.17.152,us,False,0.328,standard,263,0.522,0,0.223,5,5,0.0,0,10,6,20
2022-10-10 08:15:05.468549+00:00,us,usd,usd,web,71.62,71.62,2.69,1.0,False,229.68.186.85,us,False,0.129,standard,1016,0.944,0,0.247,0,0,0.0,0,10,0,8
2022-10-10 09:26:44.468549+00:00,us,usd,ngn,mobile,509.65,509.65,9.13,1111.111111,False,67.186.34.7,us,False,0.504,standard,147,0.551,0,0.391,0,0,0.25,0,10,0,9
2022-10-10 12:06:38.468549+00:00,us,usd,usd,mobile,190.42,190.42,-1.0,1.0,False,102.188.190.205,us,False,1.2,standard,298,-0.1,0,0.166,-1,0,0.0,0,10,0,12
2022-10-10 20:33:00.468549+00:00,uk,gbp,cad,atm,111.18,138.97,2.66,1.689189,True,138.106.43.124,uk,False,0.327,standard,4,0.742,0,0.407,0,0,0.0,0,10,0,20
2022-10-11 01:41:19.468549+00:00,uk,gbp,mxn,mobile,499.76,624.7,7.42,21.551724,False,5.113.153.227,uk,False,0.31,standard,4,0.892,0,0.407,7,7,0.0,0,10,1,1
2022-10-11 05:06:23.468549+00:00,us,usd,cad,web,442.22,442.22,7.36,1.351351,False,207.9.33.77,us,False,0.395,standard,830,0.799,0,0.102,0,0,0.0,0,10,1,5
2022-10-11 05:25:12.468549+00:00,us,usd,eur,web,158.26,158.26,2.85,0.925926,False,192.135.153.138,us,False,0.568,standard,263,0.522,0,0.223,0,0,0.0,0,10,1,5
2022-10-11 06:00:55.468549+00:00,uk,gbp,eur,mobile,168.22,210.28,3.54,1.157407,True,199.4.153.12,uk,False,0.973,standard,4,0.742,0,0.407,0,0,0.05,0,10,1,6
2022-10-11 07:05:00.468549+00:00,us,usd,cny,mobile,147.9,147.9,2.07,7.142857,False,118.117.15.215,us,False,0.394,standard,263,0.522,0,0.223,0,0,0.0,0,10,1,7
2022-10-11 08:50:19.468549+00:00,us,usd,gbp,mobile,42.13,42.13,2.02,0.8,False,60.165.154.6,us,False,0.2,standard,1016,0.944,0,0.247,0,0,0.0,0,10,1,8
2022-10-11 12:43:29.468549+00:00,us,usd,inr,mobile,144.6,144.6,3.6,83.333333,False,100.224.134.59,us,False,0.235,standard,1018,0.934,0,0.087,0,0,0.0,0,10,1,12
2023-01-14 15:40:15.468549+00:00,ca,cad,cny,mobile,300.19,222.14,5.1,5.285714,False,52.129.237.158,ca,False,0.599,low,615,0.515,0,0.355,0,0,0.0,0,1,5,15
2022-10-11 16:07:45.468549+00:00,us,usd,php,web,103.83,103.83,1.67,58.823529,False,208.146.129.251,us,False,0.341,standard,298,0.336,0,0.166,0,0,0.1,0,10,1,16
2022-10-11 16:15:46.468549+00:00,us,usd,cad,mobile,117.63,117.63,3.7,1.351351,False,122.199.184.144,us,False,0.269,standard,298,0.336,0,0.166,0,0,0.0,0,10,1,16
2022-10-11 16:18:27.468549+00:00,ca,cad,gbp,web,232.19,171.82,4.54,0.592,False,84.74.134.3,ca,False,0.194,standard,564,0.658,0,0.4,0,0,0.0,0,10,1,16
2022-10-11 16:53:00.468549+00:00,us,usd,gbp,mobile,183.95,183.95,3.2,0.8,False,242.1.90.228,us,False,0.137,enhanced,367,0.939,0,0.176,0,0,0.0,0,10,1,16
2022-10-11 22:21:22.468549+00:00,us,usd,usd,atm,125.6,125.6,3.24,1.0,False,42.142.98.175,us,False,0.422,enhanced,257,0.894,0,0.257,0,0,0.0,0,10,1,22
2022-10-11 23:39:22.468549+00:00,us,usd,php,mobile,147.99,147.99,3.82,58.823529,False,176.175.58.221,ca,True,0.416,enhanced,257,0.894,0,0.257,0,0,0.1,0,10,1,23
2022-10-12 03:49:06.468549+00:00,uk,gbp,php,web,193.57,241.96,3.76,73.529412,True,7.83.102.222,uk,False,0.366,standard,4,0.742,0,0.407,0,0,0.0,0,10,2,3
2022-10-12 04:11:47.468549+00:00,us,usd,cny,web,57.84,57.84,2.75,7.142857,True,13.232.130.190,us,False,0.337,enhanced,257,0.744,0,0.257,0,1,0.0,0,10,2,4
2022-10-12 08:33:52.468549+00:00,us,usd,inr,web,130.13,130.13,-1.0,83.333333,False,154.171.88.114,us,False,1.2,enhanced,257,-0.1,0,0.257,-1,0,0.0,0,10,2,8
2022-10-12 09:27:22.468549+00:00,us,usd,mxn,atm,55.96,55.96,1.7,17.241379,False,146.24.153.114,us,False,0.254,standard,830,0.799,0,0.102,0,0,0.2,0,10,2,9
2022-10-12 14:25:16.468549+00:00,ca,cad,gbp,web,72.1,53.35,1.14,0.592,False,101.69.186.100,ca,False,0.236,low,615,0.515,0,0.355,0,0,0.0,0,10,2,14
2022-10-12 15:36:15.468549+00:00,us,usd,cny,mobile,121.49,121.49,2.31,7.142857,False,219.18.107.201,us,False,0.413,standard,147,0.551,0,0.391,0,0,0.0,0,10,2,15
2022-10-13 00:56:51.468549+00:00,us,usd,php,web,238.54,238.54,5.12,58.823529,False,72.250.68.177,uk,True,0.417,low,616,0.702,0,0.361,0,0,0.1,0,10,3,0
2022-10-13 03:17:46.468549+00:00,us,usd,cny,atm,385.27,385.27,7.05,7.142857,False,165.110.247.200,us,False,0.458,enhanced,367,0.939,0,0.176,0,0,0.0,0,10,3,3
2022-10-13 04:26:51.468549+00:00,us,usd,eur,mobile,92.88,92.88,1.62,0.925926,False,222.117.28.222,us,False,0.148,standard,298,0.336,0,0.166,0,0,0.0,0,10,3,4
2022-10-13 19:43:56.468549+00:00,us,usd,cad,web,191.16,191.16,3.9,1.351351,False,214.36.85.219,us,False,0.529,low,415,0.568,0,0.304,0,0,0.0,0,10,3,19
2022-10-14 05:25:12.468549+00:00,ca,cad,inr,mobile,113.48,83.97,1.99,61.666667,False,73.242.94.168,ca,False,0.147,low,824,0.607,0,0.282,0,0,0.12,0,10,4,5
2022-10-14 06:50:13.468549+00:00,us,usd,php,mobile,17.54,17.54,1.04,58.823529,False,44.154.247.248,us,False,0.195,standard,263,0.522,0,0.223,0,0,0.1,0,10,4,6
2022-10-14 11:22:29.468549+00:00,us,usd,php,mobile,9993.4,9993.4,150.43,58.823529,False,217.139.215.204,us,False,0.205,standard,298,0.336,0,0.166,0,0,0.1,0,10,4,11
2022-10-14 17:11:59.468549+00:00,uk,gbp,gbp,mobile,155.05,193.81,3.33,1.0,False,70.181.105.48,uk,False,0.402,standard,4,0.892,0,0.407,0,0,0.0,0,10,4,17
2022-10-14 18:30:45.468549+00:00,us,usd,inr,mobile,1218.1,1218.1,19.59,83.333333,False,248.151.186.177,us,False,0.516,low,616,0.702,0,0.361,0,0,0.0,0,10,4,18
2022-10-14 21:02:33.468549+00:00,us,usd,php,web,90.3,90.3,2.01,58.823529,False,141.43.32.17,us,False,0.255,enhanced,367,0.939,0,0.176,0,1,0.1,0,10,4,21
2022-10-15 04:49:20.468549+00:00,ca,cad,cny,web,506.98,375.17,8.93,5.285714,False,163.241.235.58,ca,False,0.303,standard,272,0.792,0,0.048,0,0,0.0,1,10,5,4
2022-10-15 07:24:15.468549+00:00,us,usd,usd,mobile,246.2,246.2,3.7,1.0,False,63.44.246.167,us,False,0.669,standard,263,0.522,0,0.223,0,0,0.0,0,10,5,7
2022-10-15 08:10:39.468549+00:00,us,usd,ngn,web,33.26,33.26,1.52,1111.111111,False,165.170.239.154,us,False,0.222,standard,1016,0.944,0,0.247,0,0,0.25,0,10,5,8
2022-10-15 08:37:45.468549+00:00,us,usd,php,mobile,176.05,176.05,3.88,58.823529,False,97.4.182.45,us,False,0.359,enhanced,367,0.939,0,0.176,0,0,0.1,0,10,5,8
2022-10-15 15:19:05.468549+00:00,us,usd,usd,web,43.66,43.66,1.68,1.0,False,18.194.152.142,us,False,0.392,standard,263,0.522,0,0.223,0,0,0.0,0,10,5,15
2022-10-15 18:00:28.468549+00:00,us,usd,usd,web,208.98,208.98,5.02,1.0,False,176.77.119.12,us,False,0.253,standard,298,0.336,0,0.166,0,0,0.0,0,10,5,18
2022-10-15 18:10:07.468549+00:00,us,usd,cad,web,75.74,75.74,2.78,1.351351,True,147.86.29.94,us,False,0.159,standard,263,0.372,0,0.223,0,0,0.0,0,10,5,18
2022-10-15 18:35:54.468549+00:00,us,usd,php,mobile,766.16,766.16,12.43,58.823529,True,224.153.112.121,ca,True,0.379,enhanced,257,0.744,0,0.257,0,0,0.1,0,10,5,18
2022-10-15 18:38:34.468549+00:00,uk,gbp,gbp,web,224.27,280.34,5.04,1.0,False,221.140.39.6,uk,False,0.94,low,454,0.71,0,0.238,3,3,0.0,0,10,5,18
2022-10-15 20:55:07.468549+00:00,us,usd,mxn,mobile,86.49,86.49,1.56,17.241379,False,183.45.91.243,us,False,0.518,standard,298,0.336,0,0.166,0,0,0.2,0,10,5,20
2022-10-15 21:01:24.468549+00:00,us,usd,gbp,mobile,110.58,110.58,2.57,0.8,False,59.57.5.238,us,False,0.076,standard,298,0.336,0,0.166,0,0,0.0,0,10,5,21
2022-10-16 00:40:06.468549+00:00,us,usd,eur,web,22.9,22.9,1.21,0.925926,False,215.218.230.171,us,False,0.062,standard,263,0.522,0,0.223,0,0,0.0,0,10,6,0
2022-10-16 02:27:18.468549+00:00,us,usd,php,mobile,260.98,260.98,5.08,58.823529,False,12.99.244.143,us,False,0.056,standard,298,0.336,0,0.166,0,0,0.1,0,10,6,2
2022-10-16 02:33:56.468549+00:00,ca,cad,ngn,mobile,224.97,166.48,4.64,822.222222,False,9.22.133.163,ca,False,0.204,standard,385,0.75,0,0.229,0,0,0.0,0,10,6,2
2022-10-16 11:57:29.468549+00:00,us,usd,cad,mobile,137.33,137.33,3.38,1.351351,False,41.217.225.138,us,False,0.396,enhanced,661,0.92,0,0.259,0,0,0.0,0,10,6,11
2022-10-16 13:54:37.468549+00:00,ca,cad,inr,atm,151.84,112.36,2.92,61.666667,False,222.164.155.65,ca,False,0.361,standard,725,0.824,0,0.212,0,0,0.12,0,10,6,13
2022-10-16 14:27:51.468549+00:00,ca,cad,cad,web,54.01,39.97,1.97,1.0,False,209.16.92.234,ca,False,0.607,low,615,0.515,0,0.355,0,0,0.0,0,10,6,14
2022-10-16 21:28:49.468549+00:00,us,usd,php,atm,49.11,49.11,2.3,58.823529,True,195.72.90.163,us,False,0.219,standard,1016,0.794,0,0.247,0,0,0.1,0,10,6,21
2022-10-16 22:54:38.468549+00:00,us,usd,mxn,web,106.0,106.0,2.98,17.241379,False,99.46.78.50,us,False,0.538,standard,147,0.551,0,0.391,0,0,0.2,0,10,6,22
2022-10-17 01:10:14.468549+00:00,uk,gbp,cny,atm,44.2,55.25,1.28,8.928571,False,28.185.158.65,us,True,0.426,standard,4,0.892,0,0.407,0,1,0.0,0,10,0,1
2022-10-17 03:43:01.468549+00:00,us,usd,php,mobile,445.23,445.23,7.77,58.823529,False,51.37.230.81,us,False,0.279,standard,298,0.336,0,0.166,0,0,0.1,0,10,0,3
2022-10-17 04:09:23.468549+00:00,us,usd,eur,mobile,182.78,182.78,3.95,0.925926,False,61.239.242.175,us,False,0.672,enhanced,367,0.939,0,0.176,0,0,0.0,0,10,0,4
2022-10-17 05:52:59.468549+00:00,uk,gbp,php,mobile,137.67,172.08,3.03,73.529412,False,114.240.119.68,uk,False,0.295,standard,4,0.892,0,0.407,0,0,0.0,0,10,0,5
2022-10-17 06:00:01.468549+00:00,us,usd,inr,mobile,350.66,350.66,5.96,83.333333,False,181.250.55.115,us,False,0.18,standard,147,0.551,0,0.391,0,0,0.0,0,10,0,6
2022-10-17 06:23:57.468549+00:00,uk,gbp,php,mobile,1233.87,1542.34,19.43,73.529412,False,44.91.253.137,uk,False,0.353,standard,4,0.892,0,0.407,0,0,0.0,0,10,0,6
2022-10-17 08:07:36.468549+00:00,us,usd,cad,mobile,150.01,150.01,3.28,1.351351,False,152.219.223.157,us,False,0.321,standard,263,0.522,0,0.223,0,0,0.0,0,10,0,8
2022-10-17 11:48:20.468549+00:00,us,usd,cad,mobile,180.94,180.94,4.13,1.351351,True,62.212.51.59,us,False,0.256,standard,298,0.186,0,0.166,0,0,0.0,0,10,0,11
2022-10-17 12:52:01.468549+00:00,us,usd,usd,mobile,60.84,60.84,1.63,1.0,False,38.72.67.150,us,False,0.265,standard,298,0.336,0,0.166,0,0,0.0,0,10,0,12
2022-10-17 13:08:29.468549+00:00,us,usd,cny,mobile,293.31,293.31,4.71,7.142857,False,236.208.145.189,us,False,0.116,enhanced,367,0.939,0,0.176,0,0,0.0,0,10,0,13
2022-10-17 19:30:00.468549+00:00,us,usd,usd,web,155.98,155.98,2.53,1.0,False,19.219.50.96,us,False,0.286,standard,298,0.336,0,0.166,0,0,0.0,0,10,0,19
2022-10-17 22:30:04.468549+00:00,ca,cad,ngn,mobile,227.02,168.0,5.53,822.222222,False,57.195.14.139,ca,False,0.328,standard,947,0.625,0,0.268,0,0,0.0,0,10,0,22
2022-10-17 22:38:17.468549+00:00,us,usd,gbp,mobile,188.31,188.31,3.59,0.8,False,89.161.146.8,us,False,0.512,enhanced,367,0.939,0,0.176,0,0,0.0,0,10,0,22
2022-10-18 00:52:37.468549+00:00,us,usd,cad,mobile,735.01,735.01,11.92,1.351351,False,82.232.250.205,us,False,0.458,standard,147,0.551,0,0.391,0,1,0.0,0,10,1,0
2022-10-18 02:48:08.468549+00:00,us,usd,inr,mobile,49.44,49.44,1.05,83.333333,False,238.107.95.118,us,False,0.406,standard,263,0.522,0,0.223,0,0,0.0,0,10,1,2
2022-10-18 06:17:41.468549+00:00,uk,gbp,cad,mobile,70.98,88.72,2.69,1.689189,False,168.234.57.137,uk,False,0.142,standard,4,0.892,0,0.407,0,0,0.0,0,10,1,6
2022-10-18 11:13:56.468549+00:00,us,usd,php,web,82.83,82.83,2.46,58.823529,False,14.232.19.17,us,False,0.329,standard,34,0.427,0,0.068,0,0,0.1,0,10,1,11
2022-10-18 13:15:13.468549+00:00,uk,gbp,php,web,158.26,197.82,3.48,73.529412,False,131.170.75.72,uk,False,0.451,standard,718,0.953,0,0.169,0,2,0.0,0,10,1,13
2022-10-18 15:12:16.468549+00:00,uk,gbp,inr,mobile,181.04,226.3,4.32,104.166667,False,192.63.219.180,uk,False,0.677,standard,4,0.892,0,0.407,0,1,0.0,0,10,1,15
2022-10-18 15:47:58.468549+00:00,us,usd,gbp,atm,100.06,100.06,2.84,0.8,False,191.229.79.189,us,False,0.402,enhanced,257,0.894,0,0.257,0,0,0.0,0,10,1,15
2022-10-18 19:00:55.468549+00:00,uk,gbp,inr,mobile,132.77,165.96,2.32,104.166667,False,177.110.187.140,uk,False,0.267,standard,4,0.892,0,0.407,0,0,0.0,0,10,1,19
2022-10-18 20:45:22.468549+00:00,us,usd,php,web,164.91,164.91,2.36,58.823529,False,241.47.96.117,us,False,0.389,standard,1018,0.934,0,0.087,0,2,0.1,0,10,1,20
2022-10-18 22:24:00.468549+00:00,us,usd,inr,mobile,66.54,66.54,2.32,83.333333,False,227.196.72.202,us,False,0.075,standard,298,0.336,0,0.166,0,0,0.0,0,10,1,22
2022-10-19 00:18:34.468549+00:00,us,usd,php,web,269.05,269.05,5.72,58.823529,False,239.66.141.57,us,False,0.08,standard,805,0.6,0,0.21,0,0,0.1,0,10,2,0
2022-10-19 01:17:57.468549+00:00,us,usd,php,mobile,97.95,97.95,1.41,58.823529,True,233.169.242.93,ca,True,0.67,standard,147,0.401,0,0.391,0,0,0.1,0,10,2,1
2022-10-19 07:49:25.468549+00:00,us,usd,gbp,atm,38.97,38.97,2.1,0.8,False,113.166.93.163,us,False,0.288,enhanced,257,0.894,0,0.257,0,0,0.0,0,10,2,7
2022-10-19 10:20:43.468549+00:00,us,usd,cad,mobile,418.73,418.73,7.3,1.351351,False,83.114.60.88,us,False,0.129,enhanced,367,0.939,0,0.176,0,0,0.0,0,10,2,10
2022-10-19 12:08:19.468549+00:00,us,usd,eur,mobile,462.29,462.29,7.94,0.925926,False,106.124.137.21,uk,True,0.327,enhanced,367,0.939,0,0.176,0,0,0.0,0,10,2,12
2022-10-19 16:34:31.468549+00:00,us,usd,mxn,atm,452.7,452.7,7.82,17.241379,False,97.170.141.206,us,False,0.425,standard,263,0.522,0,0.223,0,0,0.2,0,10,2,16
2022-10-19 17:00:15.468549+00:00,ca,cad,usd,mobile,430.55,318.61,7.92,0.74,True,235.6.15.230,ca,False,0.277,standard,947,0.475,0,0.268,0,0,0.0,0,10,2,17
